date,category,quantity
2026-06-22,BEBIDAS,64.0
2026-06-22,GOLOSINAS,89.0
2026-06-22,HELADOS,25.0
2026-06-22,LIMPIEZA,25.0
2026-06-23,ABARROTES,27.0
2026-06-23,BEBIDAS,68.0
2026-06-23,GOLOSINAS,58.0
2026-06-23,HELADOS,29.0
2026-06-23,LIMPIEZA,13.0
2026-06-24,ABARROTES,43.0
2026-06-24,BEBIDAS,85.0
2026-06-24,GOLOSINAS,56.0
2026-06-24,HELADOS,8.0
2026-06-24,LIMPIEZA,10.0
2026-06-25,ABARROTES,70.0
2026-06-25,BEBIDAS,101.0
2026-06-25,GOLOSINAS,72.0
2026-06-25,HELADOS,22.0
2026-06-25,LIMPIEZA,20.0
2026-06-26,ABARROTES,59.0
2026-06-26,BEBIDAS,104.0
2026-06-26,GOLOSINAS,66.0
2026-06-26,HELADOS,18.0
2026-06-26,LIMPIEZA,20.0
2026-06-27,ABARROTES,65.0
2026-06-27,BEBIDAS,88.0
2026-06-27,GOLOSINAS,98.0
2026-06-27,HELADOS,23.0
2026-06-27,LIMPIEZA,11.0
2026-06-28,ABARROTES,46.0
2026-06-28,BEBIDAS,127.0
2026-06-28,GOLOSINAS,137.0
2026-06-28,HELADOS,22.0
2026-06-28,LIMPIEZA,25.0
2026-06-29,ABARROTES,63.0
2026-06-29,BEBIDAS,61.0
2026-06-29,GOLOSINAS,89.0
2026-06-29,HELADOS,16.0
2026-06-29,LIMPIEZA,12.0
2026-06-30,ABARROTES,62.0
2026-06-30,BEBIDAS,103.0
2026-06-30,GOLOSINAS,80.0
2026-06-30,HELADOS,12.0
2026-06-30,LIMPIEZA,18.0
2026-07-01,ABARROTES,46.0
2026-07-01,BEBIDAS,100.0
2026-07-01,GOLOSINAS,72.0
2026-07-01,HELADOS,23.0
2026-07-01,LIMPIEZA,20.0
2026-07-02,ABARROTES,50.0
2026-07-02,BEBIDAS,93.0
2026-07-02,GOLOSINAS,84.0
2026-07-02,HELADOS,26.0
2026-07-02,LIMPIEZA,18.0
2026-07-03,ABARROTES,49.0
2026-07-03,BEBIDAS,95.0
2026-07-03,GOLOSINAS,89.0
2026-07-03,HELADOS,26.0
2026-07-03,LIMPIEZA,14.0
2026-07-04,ABARROTES,76.0
2026-07-04,BEBIDAS,129.0
2026-07-04,GOLOSINAS,123.0
2026-07-04,HELADOS,37.0
2026-07-04,LIMPIEZA,14.0
2026-07-05,ABARROTES,46.0
2026-07-05,BEBIDAS,98.0
2026-07-05,GOLOSINAS,94.0
2026-07-05,HELADOS,25.0
2026-07-05,LIMPIEZA,13.0
2026-07-06,ABARROTES,41.0
2026-07-06,BEBIDAS,99.0
2026-07-06,GOLOSINAS,94.0
2026-07-06,HELADOS,21.0
2026-07-06,LIMPIEZA,12.0
2026-07-07,ABARROTES,51.0
2026-07-07,BEBIDAS,85.0
2026-07-07,GOLOSINAS,64.0
2026-07-07,HELADOS,23.0
2026-07-07,LIMPIEZA,14.0
2026-07-08,ABARROTES,48.0
2026-07-08,BEBIDAS,102.0
2026-07-08,GOLOSINAS,46.0
2026-07-08,HELADOS,23.0
2026-07-08,LIMPIEZA,20.0
2026-07-09,ABARROTES,48.0
2026-07-09,BEBIDAS,66.0
2026-07-09,GOLOSINAS,72.0
2026-07-09,HELADOS,24.0
2026-07-09,LIMPIEZA,18.0
2026-07-10,ABARROTES,43.0
2026-07-10,BEBIDAS,108.0
2026-07-10,GOLOSINAS,71.0
2026-07-10,HELADOS,10.0
2026-07-10,LIMPIEZA,16.0
2026-07-11,ABARROTES,65.0
2026-07-11,BEBIDAS,101.0
2026-07-11,GOLOSINAS,93.0
2026-07-11,HELADOS,22.0
2026-07-11,LIMPIEZA,20.0
2026-07-12,ABARROTES,43.0
2026-07-12,BEBIDAS,76.0
2026-07-12,GOLOSINAS,68.0
2026-07-12,HELADOS,25.0
2026-07-12,LIMPIEZA,18.0
2026-07-13,ABARROTES,53.0
2026-07-13,BEBIDAS,75.0
2026-07-13,GOLOSINAS,56.0
2026-07-13,HELADOS,19.0
2026-07-13,LIMPIEZA,24.0
2026-07-14,ABARROTES,43.0
2026-07-14,BEBIDAS,74.0
2026-07-14,GOLOSINAS,63.0
2026-07-14,HELADOS,23.0
2026-07-14,LIMPIEZA,11.0
2026-07-15,ABARROTES,69.0
2026-07-15,BEBIDAS,111.0
2026-07-15,GOLOSINAS,75.0
2026-07-15,HELADOS,20.0
2026-07-15,LIMPIEZA,23.0
2026-07-16,ABARROTES,47.0
2026-07-16,BEBIDAS,93.0
2026-07-16,GOLOSINAS,75.0
2026-07-16,HELADOS,30.0
2026-07-16,LIMPIEZA,15.0
2026-07-17,ABARROTES,60.0
2026-07-17,BEBIDAS,77.0
2026-07-17,GOLOSINAS,84.0
2026-07-17,HELADOS,35.0
2026-07-17,LIMPIEZA,17.0
2026-07-18,ABARROTES,56.0
2026-07-18,BEBIDAS,93.0
2026-07-18,GOLOSINAS,98.0
2026-07-18,HELADOS,30.0
2026-07-18,LIMPIEZA,10.0
2026-07-19,ABARROTES,66.0
2026-07-19,BEBIDAS,77.0
2026-07-19,GOLOSINAS,63.0
2026-07-19,HELADOS,19.0
2026-07-19,LIMPIEZA,18.0
2026-07-20,ABARROTES,52.0
2026-07-20,BEBIDAS,90.0
2026-07-20,GOLOSINAS,49.0
2026-07-20,HELADOS,12.0
2026-07-20,LIMPIEZA,17.0
2026-07-21,ABARROTES,71.0
2026-07-21,BEBIDAS,81.0
2026-07-21,GOLOSINAS,75.0
2026-07-21,HELADOS,29.0
2026-07-21,LIMPIEZA,25.0
2026-07-22,ABARROTES,39.0
2026-07-22,BEBIDAS,73.0
2026-07-22,GOLOSINAS,73.0
2026-07-22,HELADOS,14.0
2026-07-22,LIMPIEZA,27.0
2026-07-23,ABARROTES,26.0
2026-07-23,BEBIDAS,82.0
2026-07-23,GOLOSINAS,61.0
2026-07-23,HELADOS,17.0
2026-07-23,LIMPIEZA,16.0
2026-07-24,ABARROTES,58.0
2026-07-24,BEBIDAS,98.0
2026-07-24,GOLOSINAS,38.0
2026-07-24,HELADOS,24.0
2026-07-24,LIMPIEZA,23.0
2026-07-25,ABARROTES,43.0
2026-07-25,BEBIDAS,115.0
2026-07-25,GOLOSINAS,72.0
2026-07-25,HELADOS,26.0
2026-07-25,LIMPIEZA,22.0
2026-07-26,ABARROTES,68.0
2026-07-26,BEBIDAS,88.0
2026-07-26,GOLOSINAS,94.0
2026-07-26,HELADOS,32.0
2026-07-26,LIMPIEZA,19.0
2026-07-27,ABARROTES,41.0
2026-07-27,BEBIDAS,72.0
2026-07-27,GOLOSINAS,79.0
2026-07-27,HELADOS,36.0
2026-07-27,LIMPIEZA,12.0
2026-07-28,ABARROTES,48.0
2026-07-28,BEBIDAS,104.0
2026-07-28,GOLOSINAS,71.0
2026-07-28,HELADOS,12.0
2026-07-28,LIMPIEZA,7.0
2026-07-29,ABARROTES,44.0
2026-07-29,BEBIDAS,79.0
2026-07-29,GOLOSINAS,60.0
2026-07-29,HELADOS,20.0
2026-07-29,LIMPIEZA,18.0
2026-07-30,ABARROTES,60.0
2026-07-30,BEBIDAS,88.0
2026-07-30,GOLOSINAS,78.0
2026-07-30,HELADOS,21.0
2026-07-30,LIMPIEZA,23.0
2026-07-31,ABARROTES,72.0
2026-07-31,BEBIDAS,100.0
2026-07-31,GOLOSINAS,81.0
2026-07-31,HELADOS,15.0
2026-07-31,LIMPIEZA,25.0
2026-08-01,ABARROTES,51.0
2026-08-01,BEBIDAS,125.0
2026-08-01,GOLOSINAS,84.0
2026-08-01,HELADOS,29.0
2026-08-01,LIMPIEZA,29.0
2026-08-02,ABARROTES,65.0
2026-08-02,BEBIDAS,100.0
2026-08-02,GOLOSINAS,95.0
2026-08-02,HELADOS,31.0
2026-08-02,LIMPIEZA,18.0
2026-08-03,ABARROTES,55.0
2026-08-03,BEBIDAS,84.0
2026-08-03,GOLOSINAS,88.0
2026-08-03,HELADOS,25.0
2026-08-03,LIMPIEZA,17.0
2026-08-04,ABARROTES,47.0
2026-08-04,BEBIDAS,75.0
2026-08-04,GOLOSINAS,53.0
2026-08-04,HELADOS,28.0
2026-08-04,LIMPIEZA,18.0
2026-08-05,ABARROTES,32.0
2026-08-05,BEBIDAS,96.0
2026-08-05,GOLOSINAS,49.0
2026-08-05,HELADOS,15.0
2026-08-05,LIMPIEZA,24.0
2026-08-06,ABARROTES,66.0
2026-08-06,BEBIDAS,125.0
2026-08-06,GOLOSINAS,79.0
2026-08-06,HELADOS,34.0
2026-08-06,LIMPIEZA,14.0
2026-08-07,ABARROTES,58.0
2026-08-07,BEBIDAS,88.0
2026-08-07,GOLOSINAS,73.0
2026-08-07,HELADOS,31.0
2026-08-07,LIMPIEZA,19.0
2026-08-08,ABARROTES,68.0
2026-08-08,BEBIDAS,87.0
2026-08-08,GOLOSINAS,95.0
2026-08-08,HELADOS,49.0
2026-08-08,LIMPIEZA,19.0
2026-08-09,ABARROTES,52.0
2026-08-09,BEBIDAS,128.0
2026-08-09,GOLOSINAS,89.0
2026-08-09,HELADOS,21.0
2026-08-09,LIMPIEZA,18.0
2026-08-10,ABARROTES,51.0
2026-08-10,BEBIDAS,90.0
2026-08-10,GOLOSINAS,67.0
2026-08-10,HELADOS,23.0
2026-08-10,LIMPIEZA,16.0
2026-08-11,ABARROTES,39.0
2026-08-11,BEBIDAS,70.0
2026-08-11,GOLOSINAS,77.0
2026-08-11,HELADOS,16.0
2026-08-11,LIMPIEZA,18.0
2026-08-12,ABARROTES,52.0
2026-08-12,BEBIDAS,87.0
2026-08-12,GOLOSINAS,80.0
2026-08-12,HELADOS,18.0
2026-08-12,LIMPIEZA,30.0
2026-08-13,ABARROTES,40.0
2026-08-13,BEBIDAS,112.0
2026-08-13,GOLOSINAS,62.0
2026-08-13,HELADOS,15.0
2026-08-13,LIMPIEZA,12.0
2026-08-14,ABARROTES,56.0
2026-08-14,BEBIDAS,95.0
2026-08-14,GOLOSINAS,98.0
2026-08-14,HELADOS,15.0
2026-08-14,LIMPIEZA,17.0
2026-08-15,ABARROTES,69.0
2026-08-15,BEBIDAS,92.0
2026-08-15,GOLOSINAS,92.0
2026-08-15,HELADOS,22.0
2026-08-15,LIMPIEZA,26.0
2026-08-16,ABARROTES,59.0
2026-08-16,BEBIDAS,105.0
2026-08-16,GOLOSINAS,45.0
2026-08-16,HELADOS,36.0
2026-08-16,LIMPIEZA,23.0
2026-08-17,ABARROTES,48.0
2026-08-17,BEBIDAS,79.0
2026-08-17,GOLOSINAS,72.0
2026-08-17,HELADOS,31.0
2026-08-17,LIMPIEZA,20.0
2026-08-18,ABARROTES,47.0
2026-08-18,BEBIDAS,93.0
2026-08-18,GOLOSINAS,72.0
2026-08-18,HELADOS,45.0
2026-08-18,LIMPIEZA,15.0
2026-08-19,ABARROTES,50.0
2026-08-19,BEBIDAS,49.0
2026-08-19,GOLOSINAS,63.0
2026-08-19,HELADOS,9.0
2026-08-19,LIMPIEZA,14.0
2026-08-20,ABARROTES,73.0
2026-08-20,BEBIDAS,92.0
2026-08-20,GOLOSINAS,50.0
2026-08-20,HELADOS,22.0
2026-08-20,LIMPIEZA,13.0
2026-08-21,ABARROTES,78.0
2026-08-21,BEBIDAS,122.0
2026-08-21,GOLOSINAS,71.0
2026-08-21,HELADOS,31.0
2026-08-21,LIMPIEZA,20.0
2026-08-22,ABARROTES,57.0
2026-08-22,BEBIDAS,91.0
2026-08-22,GOLOSINAS,114.0
2026-08-22,HELADOS,44.0
2026-08-22,LIMPIEZA,20.0
2026-08-23,ABARROTES,49.0
2026-08-23,BEBIDAS,112.0
2026-08-23,GOLOSINAS,76.0
2026-08-23,HELADOS,24.0
2026-08-23,LIMPIEZA,11.0
2026-08-24,ABARROTES,37.0
2026-08-24,BEBIDAS,93.0
2026-08-24,GOLOSINAS,39.0
2026-08-24,HELADOS,31.0
2026-08-24,LIMPIEZA,9.0
2026-08-25,ABARROTES,62.0
2026-08-25,BEBIDAS,93.0
2026-08-25,GOLOSINAS,87.0
2026-08-25,HELADOS,24.0
2026-08-25,LIMPIEZA,15.0
2026-08-26,ABARROTES,51.0
2026-08-26,BEBIDAS,123.0
2026-08-26,GOLOSINAS,61.0
2026-08-26,HELADOS,21.0
2026-08-26,LIMPIEZA,15.0
2026-08-27,ABARROTES,56.0
2026-08-27,BEBIDAS,112.0
2026-08-27,GOLOSINAS,71.0
