date,category,quantity
2026-04-02,CONSERVAS,12.0
2026-04-02,CUIDADO BUCAL,9.0
2026-04-02,CUIDADO CAPILAR,0.0
2026-04-02,CUIDADO DEL BEBÉ,0.0
2026-04-02,DESECHABLES Y PAPEL,0.0
2026-04-02,DETERGENTES,0.0
2026-04-02,DETERGENTES Y LIMPIEZA,0.0
2026-04-02,DULCES,0.0
2026-04-02,EMBUTIDOS,0.0
2026-04-02,GALLETAS Y BIZCOCHOS,49.0
2026-04-02,GASEOSAS,0.0
2026-04-02,GOLOSINAS,101.0
2026-04-02,HARINAS,0.0
2026-04-02,HELADOS,0.0
2026-04-02,HIGIENE FEMENINA,0.0
2026-04-02,HIGIENE PERSONAL,0.0
2026-04-02,INFUSIONES,0.0
2026-04-02,JUGOS Y BEBIDAS,0.0
2026-04-02,LÁCTEOS,0.0
2026-04-02,MENESTRAS,0.0
2026-04-02,PANIFICADOS,0.0
2026-04-02,PAPEL HIGIÉNICO,0.0
2026-04-02,PASTAS,0.0
2026-04-02,PILAS Y BATERÍAS,0.0
2026-04-02,SNACKS,14.0
2026-04-02,SUAVIZANTES,0.0
2026-04-02,UNTABLES Y DULCES,0.0
2026-04-03,ABARROTES,35.0
2026-04-03,AGUA,79.0
2026-04-03,ALIMENTO PARA PERROS,0.0
2026-04-03,BEBIDAS ALCOHÓLICAS (RESTRINGIDO),0.0
2026-04-03,BEBIDAS EN POLVO,0.0
2026-04-03,BEBIDAS ENERGÉTICAS,0.0
2026-04-03,BEBIDAS ISOTÓNICAS,0.0
2026-04-03,CAFÉ,0.0
2026-04-03,CARNES Y EMBUTIDOS,0.0
2026-04-03,CEREALES,0.0
2026-04-03,CHOCOLATES,0.0
2026-04-03,CONDIMENTOS Y SALSAS,0.0
2026-04-03,CONSERVAS,0.0
2026-04-03,CUIDADO BUCAL,8.0
2026-04-03,CUIDADO CAPILAR,0.0
2026-04-03,CUIDADO DEL BEBÉ,0.0
2026-04-03,DESECHABLES Y PAPEL,0.0
2026-04-03,DETERGENTES,0.0
2026-04-03,DETERGENTES Y LIMPIEZA,0.0
2026-04-03,DULCES,0.0
2026-04-03,EMBUTIDOS,0.0
2026-04-03,GALLETAS Y BIZCOCHOS,30.0
2026-04-03,GASEOSAS,0.0
2026-04-03,GOLOSINAS,109.0
2026-04-03,HARINAS,0.0
2026-04-03,HELADOS,0.0
2026-04-03,HIGIENE FEMENINA,0.0
2026-04-03,HIGIENE PERSONAL,0.0
2026-04-03,INFUSIONES,0.0
2026-04-03,JUGOS Y BEBIDAS,0.0
2026-04-03,LÁCTEOS,0.0
2026-04-03,MENESTRAS,0.0
2026-04-03,PANIFICADOS,0.0
2026-04-03,PAPEL HIGIÉNICO,0.0
2026-04-03,PASTAS,0.0
2026-04-03,PILAS Y BATERÍAS,0.0
2026-04-03,SNACKS,140.0
2026-04-03,SUAVIZANTES,0.0
2026-04-03,UNTABLES Y DULCES,0.0
2026-04-04,ABARROTES,0.0
2026-04-04,AGUA,0.0
2026-04-04,ALIMENTO PARA PERROS,0.0
2026-04-04,BEBIDAS ALCOHÓLICAS (RESTRINGIDO),0.0
2026-04-04,BEBIDAS EN POLVO,0.0
2026-04-04,BEBIDAS ENERGÉTICAS,0.0
2026-04-04,BEBIDAS ISOTÓNICAS,0.0
2026-04-04,CAFÉ,0.0
2026-04-04,CARNES Y EMBUTIDOS,0.0
2026-04-04,CEREALES,0.0
2026-04-04,CHOCOLATES,0.0
2026-04-04,CONDIMENTOS Y SALSAS,0.0
2026-04-04,CONSERVAS,0.0
2026-04-04,CUIDADO BUCAL,0.0
2026-04-04,CUIDADO CAPILAR,0.0
2026-04-04,CUIDADO DEL BEBÉ,0.0
2026-04-04,DESECHABLES Y PAPEL,9.0
2026-04-04,DETERGENTES,0.0
2026-04-04,DETERGENTES Y LIMPIEZA,42.0
2026-04-04,DULCES,0.0
2026-04-04,EMBUTIDOS,0.0
2026-04-04,GALLETAS Y BIZCOCHOS,20.0
2026-04-04,GASEOSAS,78.0
2026-04-04,GOLOSINAS,120.0
2026-04-04,HARINAS,0.0
2026-04-04,HELADOS,0.0
2026-04-04,HIGIENE FEMENINA,0.0
2026-04-04,HIGIENE PERSONAL,0.0
2026-04-04,INFUSIONES,0.0
2026-04-04,JUGOS Y BEBIDAS,0.0
2026-04-04,LÁCTEOS,0.0
2026-04-04,MENESTRAS,0.0
2026-04-04,PANIFICADOS,0.0
2026-04-04,PAPEL HIGIÉNICO,0.0
2026-04-04,PASTAS,0.0
2026-04-04,PILAS Y BATERÍAS,0.0
2026-04-04,SNACKS,0.0
2026-04-04,SUAVIZANTES,0.0
2026-04-04,UNTABLES Y DULCES,0.0
2026-04-05,ABARROTES,27.0
2026-04-05,AGUA,207.0
2026-04-05,ALIMENTO PARA PERROS,0.0
2026-04-05,BEBIDAS ALCOHÓLICAS (RESTRINGIDO),2.0
2026-04-05,BEBIDAS EN POLVO,0.0
2026-04-05,BEBIDAS ENERGÉTICAS,0.0
2026-04-05,BEBIDAS ISOTÓNICAS,0.0
2026-04-05,CAFÉ,0.0
2026-04-05,CARNES Y EMBUTIDOS,0.0
2026-04-05,CEREALES,0.0
2026-04-05,CHOCOLATES,0.0
2026-04-05,CONDIMENTOS Y SALSAS,0.0
2026-04-05,CONSERVAS,0.0
2026-04-05,CUIDADO BUCAL,0.0
2026-04-05,CUIDADO CAPILAR,0.0
2026-04-05,CUIDADO DEL BEBÉ,0.0
2026-04-05,DESECHABLES Y PAPEL,0.0
2026-04-05,DETERGENTES,0.0
2026-04-05,DETERGENTES Y LIMPIEZA,0.0
2026-04-05,DULCES,0.0
2026-04-05,EMBUTIDOS,0.0
2026-04-05,GALLETAS Y BIZCOCHOS,35.0
2026-04-05,GASEOSAS,9.0
2026-04-05,GOLOSINAS,248.0
2026-04-05,HARINAS,0.0
2026-04-05,HELADOS,0.0
2026-04-05,HIGIENE FEMENINA,0.0
2026-04-05,HIGIENE PERSONAL,0.0
2026-04-05,INFUSIONES,0.0
2026-04-05,JUGOS Y BEBIDAS,0.0
2026-04-05,LÁCTEOS,11.0
2026-04-05,MENESTRAS,0.0
2026-04-05,PANIFICADOS,0.0
2026-04-05,PAPEL HIGIÉNICO,0.0
2026-04-05,PASTAS,0.0
2026-04-05,PILAS Y BATERÍAS,0.0
2026-04-05,SNACKS,0.0
2026-04-05,SUAVIZANTES,0.0
2026-04-05,UNTABLES Y DULCES,0.0
2026-04-06,ABARROTES,0.0
2026-04-06,AGUA,10.0
2026-04-06,ALIMENTO PARA PERROS,0.0
2026-04-06,BEBIDAS ALCOHÓLICAS (RESTRINGIDO),0.0
2026-04-06,BEBIDAS EN POLVO,0.0
2026-04-06,BEBIDAS ENERGÉTICAS,0.0
2026-04-06,BEBIDAS ISOTÓNICAS,0.0
2026-04-06,CAFÉ,0.0
2026-04-06,CARNES Y EMBUTIDOS,0.0
2026-04-06,CEREALES,0.0
2026-04-06,CHOCOLATES,42.0
2026-04-06,CONDIMENTOS Y SALSAS,0.0
2026-04-06,CONSERVAS,0.0
2026-04-06,CUIDADO BUCAL,0.0
2026-04-06,CUIDADO CAPILAR,0.0
2026-04-06,CUIDADO DEL BEBÉ,0.0
2026-04-06,DESECHABLES Y PAPEL,0.0
2026-04-06,DETERGENTES,0.0
2026-04-06,DETERGENTES Y LIMPIEZA,3.0
2026-04-06,DULCES,0.0
2026-04-06,EMBUTIDOS,0.0
2026-04-06,GALLETAS Y BIZCOCHOS,34.0
2026-04-06,GASEOSAS,117.0
2026-04-06,GOLOSINAS,176.0
2026-04-06,HARINAS,0.0
2026-04-06,HELADOS,0.0
2026-04-06,HIGIENE FEMENINA,0.0
2026-04-06,HIGIENE PERSONAL,0.0
2026-04-06,INFUSIONES,0.0
2026-04-06,JUGOS Y BEBIDAS,0.0
2026-04-06,LÁCTEOS,0.0
2026-04-06,MENESTRAS,0.0
2026-04-06,PANIFICADOS,0.0
2026-04-06,PAPEL HIGIÉNICO,0.0
2026-04-06,PASTAS,0.0
2026-04-06,PILAS Y BATERÍAS,0.0
2026-04-06,SNACKS,0.0
2026-04-06,SUAVIZANTES,0.0
2026-04-06,UNTABLES Y DULCES,0.0
2026-04-07,ABARROTES,0.0
2026-04-07,AGUA,0.0
2026-04-07,ALIMENTO PARA PERROS,0.0
2026-04-07,BEBIDAS ALCOHÓLICAS (RESTRINGIDO),0.0
2026-04-07,BEBIDAS EN POLVO,0.0
2026-04-07,BEBIDAS ENERGÉTICAS,0.0
2026-04-07,BEBIDAS ISOTÓNICAS,7.0
2026-04-07,CAFÉ,11.0
2026-04-07,CARNES Y EMBUTIDOS,0.0
2026-04-07,CEREALES,0.0
2026-04-07,CHOCOLATES,0.0
2026-04-07,CONDIMENTOS Y SALSAS,0.0
2026-04-07,CONSERVAS,0.0
2026-04-07,CUIDADO BUCAL,0.0
2026-04-07,CUIDADO CAPILAR,0.0
2026-04-07,CUIDADO DEL BEBÉ,0.0
2026-04-07,DESECHABLES Y PAPEL,0.0
2026-04-07,DETERGENTES,0.0
2026-04-07,DETERGENTES Y LIMPIEZA,0.0
2026-04-07,DULCES,0.0
2026-04-07,EMBUTIDOS,0.0
2026-04-07,GALLETAS Y BIZCOCHOS,33.0
2026-04-07,GASEOSAS,11.0
2026-04-07,GOLOSINAS,61.0
2026-04-07,HARINAS,0.0
2026-04-07,HELADOS,0.0
2026-04-07,HIGIENE FEMENINA,0.0
2026-04-07,HIGIENE PERSONAL,9.0
2026-04-07,INFUSIONES,0.0
2026-04-07,JUGOS Y BEBIDAS,0.0
2026-04-07,LÁCTEOS,0.0
2026-04-07,MENESTRAS,0.0
2026-04-07,PANIFICADOS,0.0
2026-04-07,PAPEL HIGIÉNICO,0.0
2026-04-07,PASTAS,0.0
2026-04-07,PILAS Y BATERÍAS,6.0
2026-04-07,SNACKS,0.0
2026-04-07,SUAVIZANTES,0.0
2026-04-07,UNTABLES Y DULCES,0.0
2026-04-08,ABARROTES,10.0
2026-04-08,AGUA,0.0
2026-04-08,ALIMENTO PARA PERROS,0.0
2026-04-08,BEBIDAS ALCOHÓLICAS (RESTRINGIDO),0.0
2026-04-08,BEBIDAS EN POLVO,0.0
2026-04-08,BEBIDAS ENERGÉTICAS,0.0
2026-04-08,BEBIDAS ISOTÓNICAS,0.0
2026-04-08,CAFÉ,0.0
2026-04-08,CARNES Y EMBUTIDOS,0.0
2026-04-08,CEREALES,0.0
2026-04-08,CHOCOLATES,0.0
2026-04-08,CONDIMENTOS Y SALSAS,0.0
2026-04-08,CONSERVAS,0.0
2026-04-08,CUIDADO BUCAL,0.0
2026-04-08,CUIDADO CAPILAR,0.0
2026-04-08,CUIDADO DEL BEBÉ,0.0
2026-04-08,DESECHABLES Y PAPEL,0.0
2026-04-08,DETERGENTES,0.0
2026-04-08,DETERGENTES Y LIMPIEZA,0.0
2026-04-08,DULCES,0.0
2026-04-08,EMBUTIDOS,0.0
2026-04-08,GALLETAS Y BIZCOCHOS,20.0
2026-04-08,GASEOSAS,35.0
2026-04-08,GOLOSINAS,46.0
2026-04-08,HARINAS,0.0
2026-04-08,HELADOS,0.0
2026-04-08,HIGIENE FEMENINA,0.0
2026-04-08,HIGIENE PERSONAL,0.0
2026-04-08,INFUSIONES,0.0
2026-04-08,JUGOS Y BEBIDAS,0.0
2026-04-08,LÁCTEOS,0.0
2026-04-08,MENESTRAS,0.0
2026-04-08,PANIFICADOS,0.0
2026-04-08,PAPEL HIGIÉNICO,0.0
2026-04-08,PASTAS,0.0
2026-04-08,PILAS Y BATERÍAS,0.0
2026-04-08,SNACKS,39.0
2026-04-08,SUAVIZANTES,0.0
2026-04-08,UNTABLES Y DULCES,0.0
2026-04-09,ABARROTES,40.0
2026-04-09,AGUA,0.0
2026-04-09,ALIMENTO PARA PERROS,0.0
2026-04-09,BEBIDAS ALCOHÓLICAS (RESTRINGIDO),0.0
2026-04-09,BEBIDAS EN POLVO,0.0
2026-04-09,BEBIDAS ENERGÉTICAS,0.0
2026-04-09,BEBIDAS ISOTÓNICAS,0.0
2026-04-09,CAFÉ,0.0
2026-04-09,CARNES Y EMBUTIDOS,0.0
2026-04-09,CEREALES,0.0
2026-04-09,CHOCOLATES,0.0
2026-04-09,CONDIMENTOS Y SALSAS,0.0
2026-04-09,CONSERVAS,0.0
2026-04-09,CUIDADO BUCAL,0.0
2026-04-09,CUIDADO CAPILAR,0.0
2026-04-09,CUIDADO DEL BEBÉ,0.0
2026-04-09,DESECHABLES Y PAPEL,0.0
2026-04-09,DETERGENTES,0.0
2026-04-09,DETERGENTES Y LIMPIEZA,0.0
2026-04-09,DULCES,0.0
2026-04-09,EMBUTIDOS,0.0
2026-04-09,GALLETAS Y BIZCOCHOS,0.0
2026-04-09,GASEOSAS,105.0
2026-04-09,GOLOSINAS,47.0
2026-04-09,HARINAS,0.0
2026-04-09,HELADOS,0.0
2026-04-09,HIGIENE FEMENINA,0.0
2026-04-09,HIGIENE PERSONAL,0.0
2026-04-09,INFUSIONES,0.0
2026-04-09,JUGOS Y BEBIDAS,0.0
2026-04-09,LÁCTEOS,0.0
2026-04-09,MENESTRAS,0.0
2026-04-09,PANIFICADOS,0.0
2026-04-09,PAPEL HIGIÉNICO,0.0
2026-04-09,PASTAS,0.0
2026-04-09,PILAS Y BATERÍAS,0.0
2026-04-09,SNACKS,110.0
2026-04-09,SUAVIZANTES,0.0
2026-04-09,UNTABLES Y DULCES,0.0
2026-04-10,ABARROTES,28.0
2026-04-10,AGUA,0.0
2026-04-10,ALIMENTO PARA PERROS,0.0
2026-04-10,BEBIDAS ALCOHÓLICAS (RESTRINGIDO),0.0
2026-04-10,BEBIDAS EN POLVO,0.0
2026-04-10,BEBIDAS ENERGÉTICAS,0.0
2026-04-10,BEBIDAS ISOTÓNICAS,0.0
2026-04-10,CAFÉ,11.0
2026-04-10,CARNES Y EMBUTIDOS,0.0
2026-04-10,CEREALES,0.0
2026-04-10,CHOCOLATES,13.0
2026-04-10,CONDIMENTOS Y SALSAS,0.0
2026-04-10,CONSERVAS,10.0
2026-04-10,CUIDADO BUCAL,0.0
2026-04-10,CUIDADO CAPILAR,10.0
2026-04-10,CUIDADO DEL BEBÉ,0.0
2026-04-10,DESECHABLES Y PAPEL,0.0
2026-04-10,DETERGENTES,0.0
2026-04-10,DETERGENTES Y LIMPIEZA,7.0
2026-04-10,DULCES,0.0
2026-04-10,EMBUTIDOS,0.0
2026-04-10,GALLETAS Y BIZCOCHOS,22.0
2026-04-10,GASEOSAS,112.0
2026-04-10,GOLOSINAS,115.0
2026-04-10,HARINAS,0.0
2026-04-10,HELADOS,0.0
2026-04-10,HIGIENE FEMENINA,0.0
2026-04-10,HIGIENE PERSONAL,0.0
2026-04-10,INFUSIONES,0.0
2026-04-10,JUGOS Y BEBIDAS,40.0
2026-04-10,LÁCTEOS,0.0
2026-04-10,MENESTRAS,0.0
2026-04-10,PANIFICADOS,0.0
2026-04-10,PAPEL HIGIÉNICO,0.0
2026-04-10,PASTAS,0.0
2026-04-10,PILAS Y BATERÍAS,0.0
2026-04-10,SNACKS,34.0
2026-04-10,SUAVIZANTES,0.0
2026-04-10,UNTABLES Y DULCES,0.0
2026-04-11,ABARROTES,0.0
2026-04-11,AGUA,193.0
2026-04-11,ALIMENTO PARA PERROS,0.0
2026-04-11,BEBIDAS ALCOHÓLICAS (RESTRINGIDO),0.0
2026-04-11,BEBIDAS EN POLVO,0.0
2026-04-11,BEBIDAS ENERGÉTICAS,0.0
2026-04-11,BEBIDAS ISOTÓNICAS,0.0
2026-04-11,CAFÉ,14.0
2026-04-11,CARNES Y EMBUTIDOS,0.0
2026-04-11,CEREALES,0.0
2026-04-11,CHOCOLATES,0.0
2026-04-11,CONDIMENTOS Y SALSAS,0.0
2026-04-11,CONSERVAS,0.0
2026-04-11,CUIDADO BUCAL,0.0
2026-04-11,CUIDADO CAPILAR,0.0
2026-04-11,CUIDADO DEL BEBÉ,0.0
2026-04-11,DESECHABLES Y PAPEL,0.0
2026-04-11,DETERGENTES,0.0
2026-04-11,DETERGENTES Y LIMPIEZA,0.0
2026-04-11,DULCES,0.0
2026-04-11,EMBUTIDOS,0.0
2026-04-11,GALLETAS Y BIZCOCHOS,58.0
2026-04-11,GASEOSAS,10.0
2026-04-11,GOLOSINAS,223.0
2026-04-11,HARINAS,0.0
2026-04-11,HELADOS,0.0
2026-04-11,HIGIENE FEMENINA,0.0
2026-04-11,HIGIENE PERSONAL,0.0
2026-04-11,INFUSIONES,0.0
2026-04-11,JUGOS Y BEBIDAS,0.0
2026-04-11,LÁCTEOS,3.0
2026-04-11,MENESTRAS,0.0
2026-04-11,PANIFICADOS,0.0
2026-04-11,PAPEL HIGIÉNICO,0.0
2026-04-11,PASTAS,0.0
2026-04-11,PILAS Y BATERÍAS,18.0
2026-04-11,SNACKS,174.0
2026-04-11,SUAVIZANTES,0.0
2026-04-11,UNTABLES Y DULCES,0.0
2026-04-12,ABARROTES,0.0
2026-04-12,AGUA,104.0
2026-04-12,ALIMENTO PARA PERROS,0.0
2026-04-12,BEBIDAS ALCOHÓLICAS (RESTRINGIDO),0.0
2026-04-12,BEBIDAS EN POLVO,0.0
2026-04-12,BEBIDAS ENERGÉTICAS,0.0
2026-04-12,BEBIDAS ISOTÓNICAS,0.0
2026-04-12,CAFÉ,0.0
2026-04-12,CARNES Y EMBUTIDOS,0.0
2026-04-12,CEREALES,0.0
2026-04-12,CHOCOLATES,42.0
2026-04-12,CONDIMENTOS Y SALSAS,0.0
2026-04-12,CONSERVAS,0.0
2026-04-12,CUIDADO BUCAL,0.0
2026-04-12,CUIDADO CAPILAR,0.0
2026-04-12,CUIDADO DEL BEBÉ,0.0
2026-04-12,DESECHABLES Y PAPEL,0.0
2026-04-12,DETERGENTES,0.0
2026-04-12,DETERGENTES Y LIMPIEZA,0.0
2026-04-12,DULCES,0.0
2026-04-12,EMBUTIDOS,0.0
2026-04-12,GALLETAS Y BIZCOCHOS,109.0
2026-04-12,GASEOSAS,81.0
2026-04-12,GOLOSINAS,128.0
2026-04-12,HARINAS,0.0
2026-04-12,HELADOS,0.0
2026-04-12,HIGIENE FEMENINA,0.0
2026-04-12,HIGIENE PERSONAL,0.0
2026-04-12,INFUSIONES,0.0
2026-04-12,JUGOS Y BEBIDAS,0.0
2026-04-12,LÁCTEOS,0.0
2026-04-12,MENESTRAS,0.0
2026-04-12,PANIFICADOS,0.0
2026-04-12,PAPEL HIGIÉNICO,0.0
2026-04-12,PASTAS,0.0
2026-04-12,PILAS Y BATERÍAS,0.0
2026-04-12,SNACKS,73.0
2026-04-12,SUAVIZANTES,0.0
2026-04-12,UNTABLES Y DULCES,0.0
2026-04-13,ABARROTES,112.0
2026-04-13,AGUA,212.0
2026-04-13,ALIMENTO PARA PERROS,0.0
2026-04-13,BEBIDAS ALCOHÓLICAS (RESTRINGIDO),0.0
2026-04-13,BEBIDAS EN POLVO,0.0
2026-04-13,BEBIDAS ENERGÉTICAS,0.0
2026-04-13,BEBIDAS ISOTÓNICAS,0.0
2026-04-13,CAFÉ,0.0
2026-04-13,CARNES Y EMBUTIDOS,0.0
2026-04-13,CEREALES,0.0
2026-04-13,CHOCOLATES,49.0
2026-04-13,CONDIMENTOS Y SALSAS,0.0
2026-04-13,CONSERVAS,0.0
2026-04-13,CUIDADO BUCAL,0.0
2026-04-13,CUIDADO CAPILAR,0.0
2026-04-13,CUIDADO DEL BEBÉ,0.0
2026-04-13,DESECHABLES Y PAPEL,0.0
2026-04-13,DETERGENTES,0.0
2026-04-13,DETERGENTES Y LIMPIEZA,21.0
2026-04-13,DULCES,0.0
2026-04-13,EMBUTIDOS,0.0
2026-04-13,GALLETAS Y BIZCOCHOS,22.0
2026-04-13,GASEOSAS,0.0
2026-04-13,GOLOSINAS,60.0
2026-04-13,HARINAS,0.0
2026-04-13,HELADOS,0.0
2026-04-13,HIGIENE FEMENINA,0.0
2026-04-13,HIGIENE PERSONAL,0.0
2026-04-13,INFUSIONES,0.0
2026-04-13,JUGOS Y BEBIDAS,0.0
2026-04-13,LÁCTEOS,0.0
2026-04-13,MENESTRAS,0.0
2026-04-13,PANIFICADOS,0.0
2026-04-13,PAPEL HIGIÉNICO,0.0
2026-04-13,PASTAS,0.0
2026-04-13,PILAS Y BATERÍAS,0.0
2026-04-13,SNACKS,14.0
2026-04-13,SUAVIZANTES,0.0
2026-04-13,UNTABLES Y DULCES,0.0
2026-04-14,ABARROTES,44.0
2026-04-14,AGUA,0.0
2026-04-14,ALIMENTO PARA PERROS,0.0
2026-04-14,BEBIDAS ALCOHÓLICAS (RESTRINGIDO),0.0
2026-04-14,BEBIDAS EN POLVO,0.0
2026-04-14,BEBIDAS ENERGÉTICAS,0.0
2026-04-14,BEBIDAS ISOTÓNICAS,0.0
2026-04-14,CAFÉ,0.0
2026-04-14,CARNES Y EMBUTIDOS,0.0
2026-04-14,CEREALES,0.0
2026-04-14,CHOCOLATES,0.0
2026-04-14,CONDIMENTOS Y SALSAS,0.0
2026-04-14,CONSERVAS,0.0
2026-04-14,CUIDADO BUCAL,0.0
2026-04-14,CUIDADO CAPILAR,0.0
2026-04-14,CUIDADO DEL BEBÉ,0.0
2026-04-14,DESECHABLES Y PAPEL,0.0
2026-04-14,DETERGENTES,0.0
2026-04-14,DETERGENTES Y LIMPIEZA,23.0
2026-04-14,DULCES,0.0
2026-04-14,EMBUTIDOS,0.0
2026-04-14,GALLETAS Y BIZCOCHOS,0.0
2026-04-14,GASEOSAS,128.0
2026-04-14,GOLOSINAS,146.0
2026-04-14,HARINAS,0.0
2026-04-14,HELADOS,0.0
2026-04-14,HIGIENE FEMENINA,0.0
2026-04-14,HIGIENE PERSONAL,13.0
2026-04-14,INFUSIONES,0.0
2026-04-14,JUGOS Y BEBIDAS,0.0
2026-04-14,LÁCTEOS,0.0
2026-04-14,MENESTRAS,0.0
2026-04-14,PANIFICADOS,0.0
2026-04-14,PAPEL HIGIÉNICO,0.0
2026-04-14,PASTAS,0.0
2026-04-14,PILAS Y BATERÍAS,0.0
2026-04-14,SNACKS,0.0
2026-04-14,SUAVIZANTES,0.0
2026-04-14,UNTABLES Y DULCES,0.0
2026-04-15,ABARROTES,40.0
2026-04-15,AGUA,0.0
2026-04-15,ALIMENTO PARA PERROS,0.0
2026-04-15,BEBIDAS ALCOHÓLICAS (RESTRINGIDO),0.0
2026-04-15,BEBIDAS EN POLVO,0.0
2026-04-15,BEBIDAS ENERGÉTICAS,0.0
2026-04-15,BEBIDAS ISOTÓNICAS,0.0
2026-04-15,CAFÉ,1.0
2026-04-15,CARNES Y EMBUTIDOS,0.0
2026-04-15,CEREALES,0.0
2026-04-15,CHOCOLATES,0.0
2026-04-15,CONDIMENTOS Y SALSAS,7.0
2026-04-15,CONSERVAS,11.0
2026-04-15,CUIDADO BUCAL,0.0
2026-04-15,CUIDADO CAPILAR,4.0
2026-04-15,CUIDADO DEL BEBÉ,0.0
2026-04-15,DESECHABLES Y PAPEL,0.0
2026-04-15,DETERGENTES,0.0
2026-04-15,DETERGENTES Y LIMPIEZA,0.0
2026-04-15,DULCES,0.0
2026-04-15,EMBUTIDOS,0.0
2026-04-15,GALLETAS Y BIZCOCHOS,17.0
2026-04-15,GASEOSAS,58.0
2026-04-15,GOLOSINAS,50.0
2026-04-15,HARINAS,0.0
2026-04-15,HELADOS,0.0
2026-04-15,HIGIENE FEMENINA,0.0
2026-04-15,HIGIENE PERSONAL,0.0
2026-04-15,INFUSIONES,0.0
2026-04-15,JUGOS Y BEBIDAS,0.0
2026-04-15,LÁCTEOS,0.0
2026-04-15,MENESTRAS,0.0
2026-04-15,PANIFICADOS,0.0
2026-04-15,PAPEL HIGIÉNICO,0.0
2026-04-15,PASTAS,0.0
2026-04-15,PILAS Y BATERÍAS,0.0
2026-04-15,SNACKS,0.0
2026-04-15,SUAVIZANTES,0.0
2026-04-15,UNTABLES Y DULCES,0.0
2026-04-16,ABARROTES,0.0
2026-04-16,AGUA,83.0
2026-04-16,ALIMENTO PARA PERROS,0.0
2026-04-16,BEBIDAS ALCOHÓLICAS (RESTRINGIDO),0.0
2026-04-16,BEBIDAS EN POLVO,0.0
2026-04-16,BEBIDAS ENERGÉTICAS,0.0
2026-04-16,BEBIDAS ISOTÓNICAS,0.0
2026-04-16,CAFÉ,0.0
2026-04-16,CARNES Y EMBUTIDOS,0.0
2026-04-16,CEREALES,0.0
2026-04-16,CHOCOLATES,0.0
2026-04-16,CONDIMENTOS Y SALSAS,12.0
2026-04-16,CONSERVAS,0.0
2026-04-16,CUIDADO BUCAL,0.0
2026-04-16,CUIDADO CAPILAR,0.0
2026-04-16,CUIDADO DEL BEBÉ,0.0
2026-04-16,DESECHABLES Y PAPEL,0.0
2026-04-16,DETERGENTES,0.0
2026-04-16,DETERGENTES Y LIMPIEZA,12.0
2026-04-16,DULCES,0.0
2026-04-16,EMBUTIDOS,0.0
2026-04-16,GALLETAS Y BIZCOCHOS,57.0
2026-04-16,GASEOSAS,9.0
2026-04-16,GOLOSINAS,164.0
2026-04-16,HARINAS,0.0
2026-04-16,HELADOS,0.0
2026-04-16,HIGIENE FEMENINA,0.0
2026-04-16,HIGIENE PERSONAL,0.0
2026-04-16,INFUSIONES,0.0
2026-04-16,JUGOS Y BEBIDAS,0.0
2026-04-16,LÁCTEOS,0.0
2026-04-16,MENESTRAS,0.0
2026-04-16,PANIFICADOS,0.0
