date,category,quantity
2026-08-25,PEZIDURE CHOCOC,14.0
2026-08-25,PEZIDURE TRICOL,10.0
2026-08-25,SUBLIME POTE 90,4.0
2026-08-26,GLORIA AZUL 400,79.0
2026-08-26,GLORIA UHT ROJA,1.0
2026-08-26,NOSOTRAS NATURA,14.0
2026-08-26,BOMBONES GRAN P,62.0
2026-08-26,BB CHICHA MORAD,1.0
2026-08-26,TURBO MAX,91.0
2026-08-26,PEZIDURE CHOCOC,14.0
2026-08-26,PEZIDURE TRICOL,10.0
2026-08-26,SUBLIME POTE 90,4.0
2026-08-27,GLORIA AZUL 400,79.0
2026-08-27,GLORIA UHT ROJA,1.0
2026-08-27,NOSOTRAS NATURA,14.0
2026-08-27,BOMBONES GRAN P,62.0
2026-08-27,BB CHICHA MORAD,1.0
2026-08-27,TURBO MAX,91.0
2026-08-27,PEZIDURE CHOCOC,14.0
2026-08-27,PEZIDURE TRICOL,10.0
2026-08-27,SUBLIME POTE 90,4.0
2026-08-28,GLORIA AZUL 400,79.0
2026-08-28,GLORIA UHT ROJA,1.0
2026-08-28,NOSOTRAS NATURA,14.0
2026-08-28,BOMBONES GRAN P,62.0
2026-08-28,BB CHICHA MORAD,1.0
2026-08-28,TURBO MAX,91.0
2026-08-28,PEZIDURE CHOCOC,14.0
2026-08-28,PEZIDURE TRICOL,10.0
2026-08-28,SUBLIME POTE 90,4.0
2026-08-29,GLORIA AZUL 400,79.0
2026-08-29,GLORIA UHT ROJA,1.0
2026-08-29,NOSOTRAS NATURA,14.0
2026-08-29,BOMBONES GRAN P,62.0
2026-08-29,BB CHICHA MORAD,1.0
2026-08-29,TURBO MAX,91.0
2026-08-29,PEZIDURE CHOCOC,14.0
2026-08-29,PEZIDURE TRICOL,10.0
2026-08-29,SUBLIME POTE 90,4.0
2026-08-30,GLORIA AZUL 400,79.0
2026-08-30,GLORIA UHT ROJA,1.0
2026-08-30,NOSOTRAS NATURA,14.0
2026-08-30,BOMBONES GRAN P,62.0
2026-08-30,BB CHICHA MORAD,1.0
2026-08-30,TURBO MAX,91.0
2026-08-30,PEZIDURE CHOCOC,14.0
2026-08-30,PEZIDURE TRICOL,10.0
2026-08-30,SUBLIME POTE 90,4.0
2026-08-31,GLORIA AZUL 400,79.0
2026-08-31,GLORIA UHT ROJA,1.0
2026-08-31,NOSOTRAS NATURA,14.0
2026-08-31,BOMBONES GRAN P,62.0
2026-08-31,BB CHICHA MORAD,1.0
2026-08-31,TURBO MAX,91.0
2026-08-31,PEZIDURE CHOCOC,14.0
2026-08-31,PEZIDURE TRICOL,10.0
2026-08-31,SUBLIME POTE 90,4.0
2026-09-11,GLORIA AZUL 400,79.0
2026-09-11,GLORIA UHT ROJA,1.0
2026-09-11,NOSOTRAS NATURA,14.0
2026-09-11,BOMBONES GRAN P,62.0
2026-09-11,BB CHICHA MORAD,1.0
2026-09-11,TURBO MAX,91.0
2026-09-11,PEZIDURE CHOCOC,14.0
2026-09-11,PEZIDURE TRICOL,10.0
2026-09-11,SUBLIME POTE 90,4.0
